year,hour,focal_depth,eq_primary,eq_mag_mw,eq_mag_ms,eq_mag_mb,eq_mag_ml,eq_mag_mfa,eq_mag_unk,intensity,country,state,location_name,latitude,longitude,total_deaths,total_damage_millions_dollars
2017,23,10,4.8,,,4.8,,,,,EL SALVADOR,,"EL SALVADOR: SAN SALVADOR,SOYAPANGO",13.766,-89.155,1,
2019,9,58,6.6,6.6,,,,,,,EL SALVADOR,,EL SALVADOR:  SAN SALVADOR,13.199,-89.306,1,
1848,14,,7.9,,7.9,,,,,,NEW ZEALAND,,NEW ZEALAND:  N.,-41.3,174.5,,
1913,2,33,6.8,,6.8,,,,,8,NEW ZEALAND,,TASMAN SEA,-41.8,171.5,,
1947,20,12,7.1,7.1,7.2,,5.9,,,4,NEW ZEALAND,,NEW ZEALAND:  OFF COAST NORTH ISLAND,-38.85,178.87,,
1956,22,,5.3,,5.3,,,,,7,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND,-38.9,175.7,,
1994,3,14,6.8,6.8,7.1,6.2,,,,6,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-42.963,171.658,,
2003,12,28,7.2,7.2,7.5,6.6,7.1,,,,NEW ZEALAND,,"NEW ZEALAND:  DUNEDIN,INVERCARGILL,TE ANAU,FIORDLAND",-45.104,167.144,,
2003,18,32,4.8,,,4.8,4.9,,,,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,-43.34,173.04,,
2004,20,10,7.1,7.1,7.1,6.4,,,,,NEW ZEALAND,,"NEW ZEALAND:  INVERCARGILL, SOUTHLAND, OTAGO",-46.676,164.721,,
2005,18,39,5.3,5.3,,5.2,5.5,,,,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND,-41.223,175.21,,
2007,12,26,6.8,6.8,6.8,6,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  FIORDLAND,-44.785,167.583,,
2007,7,20,6.6,6.6,6.5,6.3,6.9,,,7,NEW ZEALAND,,NEW ZEALAND:  OFF COAST NORTH ISLAND,-39.011,178.291,1,
2008,11,32,5.5,5.5,5.1,5.4,5.9,,,,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND,-39.715,176.851,,
2009,9,12,7.8,7.8,7.7,6.5,7.3,,,,NEW ZEALAND,,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,,
2010,11,9,5,,,5,5.3,,,5,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.57,172.388,,
2010,22,21,5.1,,,5.1,5.2,,,6,NEW ZEALAND,,NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU,-40.433,176.818,,
2010,19,6,5,,,5,4.7,,,7,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY,-43.598,172.69,,
2010,21,5,4.5,,,4.5,4.9,,,,NEW ZEALAND,,NEW ZEALAND:  CHRISTCHURCH,-43.55,172.647,,
2011,6,56,5.3,,,5.3,5.7,,,,NEW ZEALAND,,NEW ZEALAND:  COOK STRAIT,-41.364,174.315,,
2011,0,10,5.8,5.8,5.6,5.7,,,,,NEW ZEALAND,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.49,172.8,,
2013,5,17,6.5,6.5,6.7,6.1,,,,,NEW ZEALAND,,NEW ZEALAND:  COOK STRAIT,-41.704,174.337,,
2014,2,28,6.1,6.1,,,,,,7,NEW ZEALAND,,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI",-40.66,175.814,,
1668,,,6.4,,6.4,,,,,6,NORTH KOREA,,NORTH KOREA:  YELLOW SEA,38,126,,
1862,9,,6.5,,6.5,,,,,,PHILIPPINES,,"PHILIPPINES:  S LUZON ISLAND, MINDORO ISLAND",14.5,121,,
1872,,,6,,6,,,,,7,PHILIPPINES,,PHILIPPINES:  AGNO,16,119,,
1897,12,33,7.9,,7.9,,,,,8,PHILIPPINES,,PHILIPPINES:  LUZON:  ILOCOS SUR,18,120,,
1897,19,33,8.6,,8.6,,,,,7,PHILIPPINES,,PHILIPPINES:  NW MINDANAO:  DAPITAN,6,122,,
1901,22,33,7.8,,7.8,,,,,7,PHILIPPINES,,PHILIPPINES:  LUZON,14,122,,
1905,8,,6.5,,6.5,,,,,,PHILIPPINES,,PHILIPPINES:  W. LUZON ISLAND:  TUBURAN,11,123.5,,
1907,23,,7.4,,7.4,,,,,7,PHILIPPINES,,PHILIPPINES:  SE LUZON:  CAMARINES,13.5,123,,
1910,,60,6.2,,6.2,,,,,7,PHILIPPINES,,PHILIPPINES:  SULU SEA,9,125.5,,
1915,20,,6.4,,6.4,,,,,8,PHILIPPINES,,PHILIPPINES:  W. LUZON ISLAND,18,119.5,,
1921,18,60,7.5,,7.5,,,,,7,PHILIPPINES,,PHILIPPINES:  MINDANAO:  E,8,127,,
1924,16,,6.5,,6.5,,,,,,PHILIPPINES,,PHILIPPINES:  AGNO,16,118,,
1934,3,22,7.9,,7.9,,,,,,PHILIPPINES,,PHILIPPINES:  LUZON,17.5,119,,
1952,10,,7.8,,7.8,,,,,7,PHILIPPINES,,PHILIPPINES:  BUTUAN,9.5,127.25,,
1972,0,73,7.4,,7.4,6.3,,,7.8,6,PHILIPPINES,,"PHILIPPINES:  MINDANAO, DAVAO",6.5,126.6,,
1973,8,33,7.5,,7.5,5.6,,,,9,PHILIPPINES,,"PHILIPPINES:  QUEZON CITY:  CALAUG,LOPEZ,GUIAYANGAN",13.4,122.8,15,0.45
1975,8,50,7.6,,7.6,6.4,,,,6,PHILIPPINES,,PHILIPPINES,12.54,125.993,1,
1976,4,22,6.8,,6.8,6.2,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,7.249,122.939,,
1977,21,37,7.3,7.3,7,6.2,,,,7,PHILIPPINES,,PHILIPPINES:  LUZON:  MANILA,16.77,122.33,1,0.1
1982,6,46,7.1,,7.1,6,,,,7,PHILIPPINES,,"PHILIPPINES:  VIRAC, CATANDUANES",13.752,124.358,,
1987,12,107,6.3,,,6.3,,,,5,PHILIPPINES,,"PHILIPPINES:  MANILA, CUBI POINT",16.066,120.301,,
1987,17,32,5.2,,5.2,5.1,,,,2,PHILIPPINES,,PHILIPPINES:  MINDANAO:  TALAKAG-MALAYBALAY,8.047,125.41,1,
1988,2,53,5.4,,,5.4,,,,,PHILIPPINES,,PHILIPPINES:  LUZON:  LAOAG,18.606,121.013,,
1988,6,19,6.6,6.6,6.6,6,,,,6,PHILIPPINES,,"PHILIPPINES:  SAMAR:  CATARMAN, CATBALOGAN",12.399,124.537,,
1990,7,26,6.6,,6.6,6.2,,,,7,PHILIPPINES,,"PHILIPPINES:  BOHOL, CEBU, CAGAYAN DE ORO, CAMIGUIN",9.755,124.694,,0.9
1990,22,39,5.5,,5.5,5.6,,,,4,PHILIPPINES,,PHILIPPINES:  SANTIAGO,9.253,125.606,1,
1992,10,33,7.5,,7.5,6.4,,,,,PHILIPPINES,,"PHILIPPINES:  MINDANAO, TANDAG, BISLIG",7.191,126.762,,
2003,5,10,5.8,5.8,5.6,5.4,,,,6,PHILIPPINES,,PHILIPPINES: LUZON:  DIMASALANG,12.171,123.921,,
2003,11,10,6.3,6.3,6.2,5.8,,,,6,PHILIPPINES,,"PHILIPPINES: MASBATE, DIMASALANG",12.168,124.079,,
2004,21,35,4.1,,4.1,4.8,,,,6,PHILIPPINES,,PHILIPPINES:  BOHOL ISLAND:  TUBIGON,9.926,124.038,,
2007,7,79,4.9,,,4.9,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,6.614,126.24,,
2008,10,10,6,6,5.6,5.8,,,,,PHILIPPINES,,PHILIPPINES:  LUZON:  LEGASPI,12.897,124.319,,
2009,11,10,5.7,5.7,5.2,5.4,,,,,PHILIPPINES,,"PHILIPPINES:  COTABATO, SULTAN KUDARAT",6.513,124.715,,
2011,15,50,5.5,5.5,,5.4,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO,9.457,125.935,,
2011,9,46,5,5,,5,,,,,PHILIPPINES,,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.904,125.185,,
2012,23,37,5.6,5.6,2.1,5.2,,,,,PHILIPPINES,,PHILIPPINES:  MASBATE ISLAND,12.354,123.7,,
2012,7,18,5.8,5.8,5.3,5.8,,,,,PHILIPPINES,,PHILIPPINES:  SURIGAO,10.037,125.633,,
2012,12,28,7.6,7.6,7.6,7.2,,,,,PHILIPPINES,,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,1,0.3
2013,14,10,5.7,5.7,5.6,5.7,,,,,PHILIPPINES,,"PHILIPPINES:  N. COTABATO:  KIMADZIL, KIBUGTONGAN",7.275,124.898,,
2014,4,26,5.2,,,5.2,,,,5,PHILIPPINES,,PHILIPPINES:  BARANGAY LUAYON,6.864,125.233,,
2017,0,11,5.7,5.7,,,,,,,PHILIPPINES,,PHILIPPINES: SURIGAO DEL NORTE,9.831,125.496,1,
2017,20,26,6.9,6.9,,,,,,9,PHILIPPINES,,PHILIPPINES: SARANGANI,5.504,125.066,,
2019,12,24,5.6,5.6,,,,,,,PHILIPPINES,,"PHILIPPINES:  MINDANAO:  MAKILALA, TULUNAN",6.802,125.169,1,
2019,20,14,5.8,5.8,,,,,,,PHILIPPINES,,PHILIPPINES: MINDANAO: SURIGAO DEL SUR PROVINCE,9.334,126.04,,0.71
2019,23,10,6,6,,,,,,,PHILIPPINES,,PHILIPPINES:  BATANES:  ITBAYAT,20.807,121.986,9,0.925
2020,0,10,6.6,6.6,,,,,,7,PHILIPPINES,,PHILIPPINES:  MASBATE,12.021,124.123,2,0.57
123,,,6.3,,6.3,,,,,8,SOUTH KOREA,,SOUTH KOREA:  KYONGJU,35.8,129.2,,
1643,,,6.5,,6.5,,,,,,SOUTH KOREA,,SEA OF JAPAN,35.5,129.5,,
1990,2,15,7.1,,7.1,6.7,,,,,SOUTH SUDAN,,"SOUTH SUDAN:  JUBA, MAYA;  UGANDA: NAKURA",5.121,32.145,31,
2006,16,5,3.9,,,,3.9,,,,SWITZERLAND,,SWITZERLAND:  BASEL,47.58,7.6,,
2004,11,10,4.6,,,,4.6,,,,SAUDI ARABIA,,SAUDI ARABIA: WESTERN,27.836,36.905,,
2009,19,10,4.6,,,4.6,,,,,SAUDI ARABIA,,SAUDI ARABIA: WESTERN,25.212,37.597,,
1986,18,5,4.8,,4.8,4.9,,,,4,SOUTH AFRICA,,"SOUTH AFRICA:  MOUNT FRERE, DURBAN",-30.546,28.737,,
1990,23,5,4.2,,4.2,5.4,,,,,SOUTH AFRICA,,SOUTH AFRICA:  WELKOM,-28.014,26.727,2,
2000,19,5,4.5,,,4.5,,,,,SOUTH AFRICA,,SOUTH AFRICA; SWAZILAND:  MBABANE-MANZINI,-26.288,30.888,,
-2000,,18,7.1,,7.1,,,,,10,TURKMENISTAN,,TURKMENISTAN:  W,38,58.2,1,
2000,17,30,7,7,7.5,6.7,,,,,TURKMENISTAN,,TURKMENISTAN:  NEBITDAG-TURKMENBASHI,39.566,54.799,11,
1983,17,10,7.6,,7.6,6.6,,,,6,UK TERRITORY,,INDIAN OCEAN:  CHAGOS ARCHIPELAGO:  DIEGO GARCIA,-6.852,72.11,,
1885,9,,6.9,6.9,,,,,,6,FRENCH GUIANA,,BRAZIL; FRENCH GUIANA; SURINAME; GUYANA,3.4,-52.9,,
1920,14,35,7.8,7.8,7.9,,,,,,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-19.919,168.53,,
2018,4,10,7.5,7.5,,,,,,,NEW CALEDONIA,,NEW CALEDONIA:  LOYALTY ISLANDS,-21.969,169.446,,
1997,19,101,6.5,6.5,,6.2,,,,7,USA TERRITORY,GU,GUAM,13.986,144.901,,
2002,16,86,7.1,7.1,,6.5,,,,7,USA TERRITORY,GU,GUAM,13.088,144.619,,
2002,13,30,6.5,6.5,6.4,6.1,,,,,USA TERRITORY,MP,NORTHERN MARIANA ISLANDS:  SAIPAN,14.101,146.199,,
2010,5,113,5.8,5.8,,5.4,,,,,USA TERRITORY,PR,"PUERTO RICO:  LARES, VEGA BAJA",18.4,-67.07,,
2014,4,20,6.4,6.4,,,,,,5,USA TERRITORY,,PUERTO RICO,19.043,-66.81,,
1975,9,33,7.8,7.8,7.9,6.7,,,,6,ATLANTIC OCEAN,,ATLANTIC OCEAN:  MADERIA ISLANDS,35.962,-17.576,,
2008,22,,4.1,,,,4.1,,,,CZECH REPUBLIC,,CZECH REPUBLIC:  KARVINA,49.914,18.455,2,
1975,12,157,6.5,,,6.5,,,6.8,,MYANMAR (BURMA),,MYANMAR (BURMA):  PAGAN,21.49,94.7,1,0.5
1991,14,20,7.1,,7.1,6.2,,,,,MYANMAR (BURMA),,"MYANMAR (BURMA):  THABEIKKYIN, MANDALAY",23.613,95.901,,
2003,18,10,6.6,6.6,6.9,6.1,,,,,MYANMAR (BURMA),,MYANMAR (BURMA):  TAUNGDWINGYI; THAILAND:  BANGKOK,19.917,95.672,,
2009,19,82,5.2,,,5.2,,,,,MYANMAR (BURMA),,MYANMAR (BURMA);  INDIA:  SIBSAGAR,25.28,95.101,,
2011,13,85,6.3,6.3,,6.4,,,,,MYANMAR (BURMA),,MYANMAR (BURMA):  MONYWA,24.618,94.68,1,
2017,14,10,5.1,,,5.1,,,,,MYANMAR (BURMA),,MYANMAR (BURMA):  THARRAWADDY,17.399,96,2,
1926,0,15,7.5,7.5,7.4,,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  GUADALCANAL,-10.061,159.215,,
1977,23,19,7.6,,7.6,6.3,,,,7,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.89,160.348,,
1977,23,33,7.5,,7.5,6.8,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.844,160.822,,
1985,3,32,6.9,,6.9,6.2,,,,7,SOLOMON ISLANDS,,"SOLOMON ISLANDS:  HONIARA, GUADACANAL",-9.829,159.854,,
1988,4,36,7.6,7.6,7.4,6,,,,,SOLOMON ISLANDS,,"SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL",-10.258,160.896,1,
1991,16,10,6.9,6.9,6.9,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-9.929,159.139,,
1997,12,33,7.7,7.7,7.9,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS; VANUATU,-12.584,166.676,,
2010,22,25,7.1,7.1,7.1,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS,-8.799,157.346,,
2012,11,20,6.4,6.4,6.5,6.4,,,,,SOLOMON ISLANDS,,SOLOMON ISLANDS: GUADALCANAL,-9.694,159.727,,
2016,17,40,7.8,7.8,,,,,,8,SOLOMON ISLANDS,,SOLOMON ISLANDS,-10.681,161.327,1,
1848,,,6.5,,6.5,,,,,,FRENCH POLYNESIA,,FRENCH POLYNESIA:  TAHITI,-17.9,-149.9,,
1900,21,,6.8,,6.8,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-4,152,,
1906,1,,7.2,7.2,7.2,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-4,149,,
1916,13,35,7.9,7.9,7.8,7.4,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.739,152.548,,
1919,19,35,8.2,8.2,7.9,7.6,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.806,153.859,,
1920,11,60,7.7,,7.7,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,-6.5,150,,
1922,21,15,6.9,6.9,7.5,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-7.111,143.53,,
1938,15,,7.5,,7.5,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-6,147.8,,
1951,1,25,6.1,6.1,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-3.252,142.238,,
1953,16,35,7.4,7.4,7.5,7.2,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  SOLOMON ISLANDS,-4.449,152.868,,0.013
1964,8,45,7.6,,7.6,,,,,8,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,-5.7,150.7,,
1971,6,47,7.9,,7.9,,,,,9,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE,-5.5,153.9,3,
1971,4,115,7,,7,6.3,,,,7,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BISMARCK SEA,-6.5,146.6,,
1986,3,102,7.1,,7.1,6.6,,,,7,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-4.448,143.943,,0.5
1990,19,179,7.5,7.5,,6.6,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  NEW BRITAIN,-5.097,150.967,,
1995,10,30,7.7,7.7,7.8,6.5,,,,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  RABAUL, KOKOPO, NEW BRITAIN",-5.799,154.178,,
2000,7,30,7.8,7.8,7.8,6.2,,,,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  NEW IRELAND, NEW BRITAIN",-5.233,153.102,,
2014,7,61,7.1,7.1,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.586,155.049,1,
2015,1,55,7.5,7.5,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA,-5.462,151.875,,
2017,4,135,7.9,7.9,,,,,,9,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.246,155.172,3,
2018,5,10,6.3,6.3,,,,,,,PAPUA NEW GUINEA,,PAPUA NEW GUINEA:  HELA,-5.841,142.49,4,
2019,12,10,7.6,7.6,,,,,,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  RABAUL, DUKE OF YORK IS",-4.051,152.597,,
2020,2,80,7,7,,,,,,,PAPUA NEW GUINEA,,"PAPUA NEW GUINEA:  MOROBE, ORO",-7.843,147.766,1,
1916,4,80,7.2,,7.2,,,,,9,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC:  SANTO DOMINIGO,18.5,-68,,
1984,11,24,6.7,,6.7,6,,,,5,DOMINICAN REPUBLIC,,DOMINICAN REPUBLIC:  SANTO DOMINGO,17.984,-69.338,5,
2003,3,10,4.5,,4.5,4.8,,,,,DOMINICAN REPUBLIC,,"DOMINICAN REPUBLIC:   MOCA, SANTIAGO",19.761,-70.693,,
2004,19,49,5.8,5.8,5.3,5.4,,,,,TRINIDAD AND TOBAGO,,TRINIDAD:  MAYARO,10.49,-61.48,,
2006,13,53,6.1,6.1,5.4,5.9,,,,,TRINIDAD AND TOBAGO,,TRINIDAD:  PORT-OF-SPAIN,10.876,-61.756,,
1986,6,29,8.1,,8.1,6.6,,,,,KERMADEC ISLANDS (NEW ZEALAND),,KERMADEC ISLANDS:  RAOUL,-28.117,-176.367,,
1993,14,10,6.4,6.4,6.4,6,,,,,WALLIS AND FUTUNA (FRENCH TERRITORY),,FUTUNA ISLAND,-14.385,-178.252,5,
1812,15,,6.9,,,,6.9,,,8,USA,CA,CALIFORNIA:   SAN JUAN CAPISTRANO,34.37,-117.65,40,
1812,19,,7.5,,7.5,,7.1,,7.7,8,USA,CA,CALIFORNIA:   PURISIMA,34.2,-119.9,1,
1855,4,,6,,,,6,,,8,USA,CA,CALIFORNIA:  LOS ANGELES,34.1,-118.1,,
1868,2,,7.9,,,,,7.9,,10,USA,HI,HAWAII:  SE OF,19,-155.5,77,
1871,8,,7,,7,,,,,,USA,HI,HAWAIIAN ISLANDS,20.7,-157,,
1892,17,,6.2,,,,6.2,,,9,USA,CA,CALIFORNIA:  WINTERS,38.5,-121.9,,
1898,7,,6.5,,6.5,,6.2,,,8,USA,CA,CALIFORNIA:  SONOMA COUNTY,38.2,-122.4,,
1921,14,,5.2,,,,,,5.2,8,USA,UT,UTAH:  ELSINORE,38.7,-112.1,,
1927,8,,5.8,,,,,,5.8,,USA,CA,"CALIFORNIA, MEXICO",32.5,-115.5,1,3
1927,13,10,7.3,7.3,7.1,7.3,,,,8,USA,CA,CALIFORNIA:  S:  OFF COAST,34.813,-120.774,,
1934,15,,6.6,,6.6,,,,,8,USA,UT,UTAH,41.7,-112.8,2,
1944,4,12,5.6,,5.6,,,,5.6,8,USA,NY,NEW YORK:  MASSENA,44.957,-74.723,,2
1954,11,,6.8,,,,,,6.8,,USA,NV,NEVADA:  FALLON,39.4,-118.5,,
1962,13,37,5.8,,,,,,5.8,7,USA,UT,UTAH,41.8,-111.8,,1
1975,2,5,6,,6,6.1,6.2,,6.2,8,USA,ID,IDAHO:  POCATELLO VALLEY,42.06,-112.55,,1
1975,20,15,5.6,,5.6,5.8,5.7,,,8,USA,CA,CALIFORNIA:  OROVILLE,39.439,-121.528,,3
1975,14,2,7.7,7.7,7.2,6,,,,9,USA,HI,HAWAII,19.451,-155.033,2,4
1980,16,7,6.1,,6.1,6.1,,,,7,USA,CA,CALIFORNIA:  MAMMOTH LAKES,37.6,-118.84,,2
1980,18,8,5.1,,5.1,4.7,,,,7,USA,KY,KENTUCKY:  MAYSVILLE,38.174,-83.907,,1
1980,10,19,7.2,,7.2,6.2,,,,7,USA,CA,CALIFORNIA:  NORTH COAST,41.117,-124.253,,2
1981,12,6,6,,6,5.5,,,,7,USA,CA,"CALIFORNIA:  WESTMORLAND,CALIPATRIA",33.133,-115.65,,1.5
1983,15,37,6.1,,6.1,6.1,,,,6,USA,AK,ALASKA:  PRINCE WILLIAM SOUND,61.031,-147.286,,1
1986,22,19,8,8,7.7,6.4,,,,6,USA,AK,ALASKA:  ALEUTIAN ISLANDS:  ADAK,51.52,-174.776,,
1986,9,12,6,,6,5.8,,,,7,USA,CA,CALIFORNIA:  PALM SPRINGS,34,-116.61,,4.5
1986,14,9,6.2,,6.2,6,,,,6,USA,CA,CALIFORNIA-NEVADA:  CHALFANT VALLEY,37.537,-118.447,,1
1987,10,8,4.8,,4.8,5.2,,,,,USA,CA,"CALIFORNIA:  WHITTIER, PASADENA",34.07,-118.1,1,
1987,1,5,6.2,,6.2,5.7,,,,6,USA,CA,CALIFORNIA:  SUPERSTITION HILLS,33.082,-115.775,2,3
1989,3,9,6.1,,6.1,5.8,,,,6,USA,HI,HAWAIIAN ISLANDS:  PUNA DISTRICT,19.362,-155.083,,
1991,19,12,6.2,,6.2,6,,,,7,USA,CA,"CALIFORNIA:  HONEYDEW, WHITETHORN, PETROLIA",40.235,-124.348,,
1992,4,12,6.3,,6.3,5.7,6.1,,,7,USA,CA,"CALIFORNIA:  JOSHUA TREE, ANGELUS OAKS",33.961,-116.318,,
1992,15,5,6.7,,6.7,6.3,,,,8,USA,CA,"CALIFORNIA: BIG BEAR LAKE, BIG BEAR CITY",34.203,-116.827,,
1992,10,9,5.4,,5.4,5.6,,,,,USA,NV,NEVADA-CALIFORNIA BORDER:  NEVADA TEST SITE,36.705,-116.293,,
1994,14,23,5.5,5.5,5,5.1,,,,7,USA,CA,"CALIFORNIA:  EUREKA, SAMOA, ARCATA, BLUE LAKE",40.741,-124.31,,2.1
2002,11,4,6.7,6.7,6.7,6,,,,8,USA,AK,"ALASKA:  CANTWELL, DENALI NATL PARK",63.514,-147.912,,
2008,14,7,6,6,5.8,5.7,,,,8,USA,NV,NEVADA:  WELLS,41.153,-114.867,,
2011,5,4,5.4,5.4,,5,,,,7,USA,CO,COLORADO:  SEGUNDO,37.063,-104.701,,
2011,3,5,5.7,5.7,5.6,5.2,,,,8,USA,OK,OKLAHOMA:  SPARKS,35.532,-96.765,,
2014,9,5,3.9,3.9,,,,,,5,USA,OK,OKLAHOMA:  HARRAH,35.524,-97.146,,
2019,17,11,6.4,6.4,,,,,,,USA,CA,CALIFORNIA:  RIDGECREST;  NEVADA,35.705,-117.506,1,
2020,12,8,5.1,5.1,,,,,,,USA,NC,NORTH CAROLINA:  SPARTA,36.476,-81.094,,
1992,16,23,7,,7,6.3,,,,,CUBA,,"CUBA:  PILON, MANZANILLO",19.613,-77.872,,
2020,19,10,7.7,7.7,,,,,,,CUBA,,CUBA: GRANMA;  CAYMAN IS;  JAMAICA,19.44,-78.755,,
1919,9,,6.9,,6.9,,,,,8,FIJI,,"FIJI ISLANDS:  RABI,TUNULOA MISSION,SUVASAVU",-16.5,180,,
1953,0,33,6.4,6.4,6.8,,,,,,FIJI,,FIJI ISLANDS,-18.3,178.2,7,
1979,15,33,6.9,,6.9,6.1,,,,,FIJI,,FIJI ISLANDS,-16.76,-179.984,,
1304,,,6.7,,6.7,,,,,8,IRAN,,IRAN: TABRIZ,38.5,45.5,,
1854,,,4.5,,4.5,,,,,6,IRAN,,"IRAN:  TABRIZ, KHVOY (KHOI)",38.06,45.03,,
1883,21,,5.8,,5.8,,,,,7,IRAN,,"IRAN:  KANGAN,TAHERI (TAHIRI)",27.5,52.3,,
1902,3,,6.3,,6.3,,,,,8,IRAN,,"IRAN:  QESHM ISLAND:  QESHM,BANDAR ABBAS,GENU",27.1,56.3,10,
1903,1,,5.9,,5.9,,,,6.5,8,IRAN,,IRAN:  KASHMAR,35.2,58.2,350,
1909,2,15,7.3,7.3,7.7,,,,,9,IRAN,,IRAN:  SILAKOR,34.306,50.396,5500,
1923,20,15,6.7,6.7,6.9,,,,,8,IRAN,,IRAN:  SIRJAN,29.222,56.839,290,
1929,7,15,5.9,5.9,6,,,,5.8,7,IRAN,,IRAN:  FARUJ,37.866,58.404,21,
1935,10,15,6,6,5.8,,,,6,7,IRAN,,IRAN:  ALBORZ,35.982,52.953,60,
1936,19,15,6.1,6.1,6,,,,6.2,7,IRAN,,"IRAN:  ABIZ, SARBISHEH",33.734,60.405,12,
1944,,7,5.2,,5.2,,,,4.8,8,IRAN,,IRAN:  GORGAN,36.8,54.5,20,
1953,13,15,5.5,5.5,5.5,,,,,7,IRAN,,IRAN:  LAR,27.761,54.751,13,
1956,14,15,6.4,6.4,6.2,,,,6.8,8,IRAN,,IRAN:  BASTAK,27.407,54.462,410,2.8
1962,0,15,5.8,5.8,5.5,,,,,7,IRAN,,IRAN:  MUSSAVIEH,33.32,58.845,20,
1962,20,8,5,,5,,,,5,8,IRAN,,"IRAN:  TORBAT HEYDARIYEH, AKHMEDABAD",35.1,58.7,6,
1963,2,3,4.5,,,,,,4.5,9,IRAN,,"IRAN:  KHENDODZHAN, DAKHNE-UDZHAK",36.9,57.8,4,
1963,2,33,5,,5,,,,4.5,6,IRAN,,IRAN:  HENDOJAN,37,57.9,4,
1963,6,37,5.2,,,,,,5.2,,IRAN,,"IRAN:  GAHKOM,LAIGAZAN,PATKUIYEH,GOLRUIYEH,GANJ",27.8,55.6,5,
1968,17,34,5.6,5.6,5.3,,,,,7,IRAN,,"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI",39.253,44.203,38,1
1969,3,11,5.5,5.5,5.5,,,,5.6,8,IRAN,,IRAN:  NE KHURASAN PROVINCE,37.14,57.899,50,
1970,1,23,4.8,,4.8,,,,,,IRAN,,"IRAN:  BADALAN,QERIS,BATCHI,DIZEH,PESAK,HESAR",38.6,44.7,5,
1971,16,39,5.3,,5.3,5.2,,,,,IRAN,,"IRAN:  JAILAN,BOKRAN,HOSSEINABAD,SHARIFABAD",36.6,55.6,1,
1971,2,27,5.3,,5.3,5.2,,,5.3,,IRAN,,IRAN:  BABOL-KENAR,36.3,52.7,1,
